"23540","8075","0","5439"
"308285","8075","6","73651"
"369659","8075","8","88733"
"430978","8075","0","102967"
"437038","8075","0","104636"
"508663","8075","0","123825"
"513318","8075","0","124489"
"604668","8075","0","146113"
"646795","8075","0","156269"
"659653","8075","0","160165"
"741938","8075","9","179718"
"961216","8075","0","232131"
"23556","8076","0","5439"
"128680","8076","0","29855"
"280894","8076","0","66725"
"370070","8076","0","88733"
"783559","8076","0","189782"
"23571","8077","0","5439"
"370439","8077","8","88733"
"670017","8077","0","162738"
"858477","8077","0","207563"
"954112","8077","0","230522"
"23543","8078","0","5439"
"260230","8078","0","60244"
"369694","8078","0","88733"
"422464","8078","6","100906"
"425442","8078","7","101606"
"427583","8078","10","102154"
"577163","8078","0","138844"
"759383","8078","7","183800"
"802876","8078","0","195033"
"1749","8079","0","277427"
"3423","8079","8","278026"
"9162","8079","8","278582"
"23555","8079","8","5439"
"26271","8079","0","6251"
"27693","8079","0","6543"
"28633","8079","9","6575"
"29950","8079","8","7082"
"32238","8079","8","7346"
"33467","8079","0","7915"
"34171","8079","10","8067"
"34462","8079","8","8187"
"42941","8079","0","11224"
"44430","8079","0","11601"
"52333","8079","10","11676"
"63611","8079","7","12965"
"65715","8079","0","13540"
"66292","8079","0","13552"
"72298","8079","0","15408"
"77986","8079","0","16781"
"79959","8079","7","16795"
"81791","8079","0","16943"
"82310","8079","0","16966"
"84121","8079","9","17761"
"92999","8079","0","20860"
"94033","8079","0","21014"
"96693","8079","0","21660"
"97432","8079","9","22074"
"98837","8079","0","22752"
"100406","8079","9","23511"
"100486","8079","8","23547"
"102313","8079","0","23768"
"112191","8079","0","25981"
"117302","8079","7","26620"
"121399","8079","6","27875"
"129328","8079","0","30035"
"138264","8079","0","31315"
"143413","8079","7","32148"
"144436","8079","8","32250"
"146647","8079","0","32773"
"160979","8079","8","35859"
"172101","8079","0","37454"
"174936","8079","0","37950"
"184007","8079","0","40362"
"185702","8079","0","40914"
"187311","8079","0","41084"
"187447","8079","0","41086"
"190688","8079","9","42093"
"194698","8079","9","43246"
"195249","8079","9","43277"
"196326","8079","9","43687"
"197929","8079","0","43920"
"198500","8079","6","44252"
"202092","8079","0","45557"
"202922","8079","0","46197"
"203458","8079","0","46374"
"205103","8079","10","46909"
"228963","8079","0","52853"
"234661","8079","0","54412"
"236005","8079","0","54965"
"236913","8079","10","55187"
"240152","8079","0","55492"
"243584","8079","0","56094"
"244872","8079","0","56307"
"245238","8079","0","56391"
"250122","8079","10","56959"
"256427","8079","9","59189"
"260792","8079","9","60244"
"263620","8079","10","60621"
"263990","8079","9","60707"
"268456","8079","10","62272"
"272248","8079","7","63591"
"273876","8079","10","63865"
"274749","8079","0","64075"
"291486","8079","9","69389"
"293721","8079","0","69697"
"303648","8079","0","72575"
"305156","8079","10","73056"
"307724","8079","0","73405"
"318912","8079","0","76352"
"323493","8079","0","76818"
"330518","8079","0","78783"
"333782","8079","0","79186"
"339233","8079","0","80945"
"342980","8079","0","81682"
"348880","8079","8","83383"
"350473","8079","5","83775"
"351031","8079","0","84024"
"365637","8079","0","87746"
"370062","8079","0","88733"
"370605","8079","10","88738"
"372331","8079","9","89263"
"379712","8079","7","91811"
"381170","8079","0","92249"
"384792","8079","0","93047"
"387133","8079","0","93363"
"391298","8079","7","94630"
"391706","8079","9","94787"
"399841","8079","0","96054"
"399941","8079","8","96055"
"413172","8079","0","98723"
"419724","8079","0","100264"
"425621","8079","9","101620"
"428160","8079","0","102275"
"429454","8079","8","102647"
"434561","8079","8","104051"
"435380","8079","0","104211"
"437429","8079","9","104636"
"438122","8079","0","104665"
"442521","8079","0","105979"
"444926","8079","0","106725"
"451098","8079","0","108005"
"456181","8079","10","109681"
"460192","8079","0","110453"
"460812","8079","0","110609"
"462234","8079","9","110934"
"467918","8079","0","111947"
"468583","8079","0","112001"
"469207","8079","0","112026"
"469632","8079","8","112100"
"483124","8079","7","115003"
"484328","8079","0","115120"
"507332","8079","8","123515"
"508779","8079","9","123867"
"513153","8079","0","124487"
"515403","8079","0","124942"
"519115","8079","0","125692"
"521196","8079","0","126395"
"528887","8079","0","127429"
"529429","8079","9","127432"
"531218","8079","8","128119"
"534434","8079","0","129008"
"546927","8079","9","131128"
"548079","8079","0","131402"
"555982","8079","0","133747"
"563572","8079","6","135351"
"567415","8079","0","136205"
"568359","8079","7","136326"
"568532","8079","6","136348"
"569003","8079","0","136382"
"569433","8079","0","136473"
"577325","8079","0","138844"
"581364","8079","0","140000"
"598265","8079","9","144318"
"599094","8079","9","144531"
"600941","8079","0","145165"
"603543","8079","8","145641"
"609317","8079","0","147451"
"609928","8079","9","147686"
"621841","8079","8","150661"
"625535","8079","9","151780"
"630490","8079","9","153283"
"636070","8079","0","153662"
"638262","8079","10","153718"
"644550","8079","0","155848"
"647015","8079","0","156269"
"650590","8079","0","157273"
"653939","8079","0","158295"
"664312","8079","5","161346"
"665418","8079","7","161752"
"673326","8079","0","163802"
"673538","8079","8","163804"
"677923","8079","0","164956"
"678159","8079","10","165166"
"682444","8079","0","166123"
"684470","8079","0","166596"
"684965","8079","8","166685"
"685275","8079","0","166824"
"692442","8079","0","168456"
"693754","8079","0","169057"
"700441","8079","0","170518"
"701455","8079","0","170634"
"708170","8079","6","171986"
"715728","8079","6","173415"
"722289","8079","0","174726"
"725080","8079","0","175003"
"731261","8079","7","176875"
"733710","8079","0","177374"
"736047","8079","8","177459"
"741412","8079","5","179433"
"756706","8079","0","182993"
"757007","8079","8","183046"
"772279","8079","7","187065"
"776854","8079","8","187990"
"777851","8079","10","188273"
"781434","8079","0","189334"
"787177","8079","0","190459"
"796842","8079","10","193379"
"801970","8079","0","194669"
"804848","8079","0","195694"
"806165","8079","0","196057"
"807050","8079","0","196077"
"808639","8079","10","196253"
"825108","8079","7","199244"
"826925","8079","7","199981"
"827820","8079","0","200226"
"834858","8079","9","201684"
"839440","8079","0","203240"
"843947","8079","8","204457"
"847400","8079","0","204864"
"849680","8079","0","205473"
"852107","8079","0","205980"
"852551","8079","0","206074"
"852664","8079","0","206107"
"860051","8079","0","208058"
"860795","8079","0","208147"
"866941","8079","0","209687"
"867285","8079","0","209756"
"873606","8079","0","211426"
"881359","8079","0","212898"
"884008","8079","0","213126"
"886014","8079","0","213350"
"888750","8079","0","214244"
"891196","8079","0","215006"
"902262","8079","8","218552"
"902504","8079","9","218568"
"902870","8079","8","218608"
"907396","8079","0","220316"
"907687","8079","7","220503"
"908085","8079","0","220626"
"912324","8079","9","222220"
"915992","8079","0","223201"
"924312","8079","0","224997"
"928432","8079","0","225763"
"929657","8079","0","225810"
"932221","8079","0","226205"
"934237","8079","10","226545"
"934649","8079","0","226553"
"940226","8079","0","227520"
"940709","8079","0","227702"
"943965","8079","0","228764"
"962136","8079","0","232131"
"966051","8079","0","233711"
"971266","8079","0","234623"
"976733","8079","0","235105"
"984297","8079","0","236340"
"987659","8079","7","237432"
"999748","8079","8","240113"
"1000408","8079","0","240144"
"1002453","8079","9","240567"
"1005164","8079","7","241357"
"1007233","8079","10","241980"
"1010149","8079","0","242299"
"1012090","8079","0","242775"
"1014882","8079","7","243077"
"1015284","8079","0","243151"
"1023540","8079","7","245410"
